acceptingOrders,acceptingOrdersTimestamp,active,approved,archived,automaticallyActive,bestAsk,bestBid,clearBookOnStart,clobRewards,clobTokenIds,closed,competitive,conditionId,createdAt,customLiveness,cyom,deploying,deployingTimestamp,description,enableOrderBook,endDate,endDateIso,eventStartTime,event_slug,event_tags,event_title,featured,feesEnabled,funded,groupItemThreshold,groupItemTitle,hasReviewedDates,holdingRewardsEnabled,icon,id,image,lastTradePrice,liquidity,liquidityClob,liquidityNum,manualActivation,marketMakerAddress,negRisk,negRiskMarketID,negRiskOther,negRiskRequestID,new,oneDayPriceChange,oneHourPriceChange,oneMonthPriceChange,oneWeekPriceChange,orderMinSize,orderPriceMinTickSize,outcomePrices,outcomes,pagerDutyNotificationEnabled,pendingDeployment,question,questionID,ready,requiresTranslation,resolutionSource,resolvedBy,restricted,rewardsMaxSpread,rewardsMinSize,rfqEnabled,seriesColor,showGmpOutcome,showGmpSeries,slug,spread,startDate,startDateIso,submitted_by,umaBond,umaResolutionStatuses,umaReward,updatedAt,volume,volume1mo,volume1moClob,volume1wk,volume1wkClob,volume1yr,volume1yrClob,volume24hr,volume24hrClob,volumeClob,volumeNum,polymarket_url
True,2026-01-01T17:00:51Z,True,True,False,True,0.067,0.027,True,,"[""77244066494749745375116829098246502994446785194988406341095441125448783609229"", ""101475829189100488656917438613066440764828994351077579828479696734835008228025""]",False,0.8297316067171752,0xb583004841c499e3331ca6bd26718a116c4e2ef92d1958841f3e94b99493a5a1,2026-01-01T17:00:04.634808Z,0,False,False,2026-01-01T17:00:07.545165Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",True,2026-01-08T17:00:00Z,2026-01-08,,bitcoin-above-on-january-8,"['Recurring', 'Hide From New', 'Bitcoin', 'Weekly', 'Multi Strikes', 'Crypto', 'Crypto Prices']",Bitcoin above ___ on January 8?,False,False,False,10,"98,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082115,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,,14153.38548,14153.38548,14153.38548,False,,False,,False,,False,,-0.003,,,5,0.001,"[""0.047"", ""0.953""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $98,000 on January 8?",0x5695305759586cf8d3506045ce06bda2cbb4e98d8290349e49768bdf1c840664,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,bitcoin-above-98k-on-january-8,0.04,2026-01-01T17:01:14.335187Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:01:46.407593Z,6.024231,4.9912,4.9912,4.9912,4.9912,4.9912,4.9912,4.9912,4.9912,6.024231,6.024231,https://polymarket.com/event/bitcoin-above-on-january-8
True,2026-01-02T04:09:25Z,True,True,False,True,0.53,0.17,True,,"[""26162989369723169359300426330290779342720809977795732805062970284755527310901"", ""30140007179521279279905548966279229085258210675627736309125362749806012158680""]",False,0.6259168704156479,0xb46419db6c7863c567b8b42ef31567b840b1e259a32a483687c15cfa9771341b,2026-01-01T17:21:30.468932Z,0,False,False,2026-01-02T04:08:52.304916Z,"This market will resolve to “Yes” if Donald Trump mentions the listed term between January 2, 2026, 12:00 AM ET and January 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

Pluralization/possessive of the word will count toward the resolution of this market.

Instances where the term is used in a compound word will count regardless of context (e.g. joyful is not a compound word for ""joy,"" however ""killjoy"" is a compounding of the words ""kill"" and ""joy"").

If this market requires a specified number of mentions of a person’s first or last name, a full-name mention will count as one mention (e.g., if a market is about “Joe / Biden 5+ times,” a mention of “Joe Biden” will count once).

AI-generated audio or video will not count towards the resolution of this market.

A ‘mention’ will include any verbal mention which is recorded (audio or video) and publicly accessible.

Written usages of terms (e.g. Truth Social posts, written statements, etc.) will not count toward this market's resolution.

Videos posted on his social media which were filmed outside this market's time frame will not qualify for a ""Yes"" resolution.",True,2026-01-31T00:00:00Z,2026-01-31,,what-will-trump-say-in-january,"['Trump', 'Politics', 'Mentions']",What will Trump say in January?,False,False,False,10,Bitcoin,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/what-will-trump-say-in-december-kUmPOq7-2r83.jpg,1082350,https://polymarket-upload.s3.us-east-2.amazonaws.com/what-will-trump-say-in-december-kUmPOq7-2r83.jpg,0.55,329.63,329.63,329.63,False,,False,,False,,False,,0.02,,,5,0.01,"[""0.35"", ""0.65""]","[""Yes"", ""No""]",False,False,"Will Trump say ""Bitcoin"" in January?",0xbd220cc903dbe93f41647db7134abb9037872de4b83e24d39a7f093cc852d0b3,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,False,False,will-trump-say-bitcoin-in-january,0.36,2026-01-02T04:09:48.102504Z,2026-01-02,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],5,2026-01-02T14:01:27.41816Z,334.602899,1.0204,1.0204,1.0204,1.0204,1.0204,1.0204,1.0204,1.0204,334.602899,334.602899,https://polymarket.com/event/what-will-trump-say-in-january
True,2026-01-01T19:22:41Z,True,True,False,True,0.003,0.002,True,,"[""53342136288932702007624506186417846874594504126387502748453102780630218207922"", ""54504735237306435364688890375581221790556858637843718945838566750916495284821""]",False,0.8015991903848178,0x9708334534b504e2025a5a6af92f8600808c10be577e5066f920c40625fbec16,2026-01-01T19:17:42.086698Z,0,False,False,2026-01-01T19:22:07.097755Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final High price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT High prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,2026-02-01T05:00:00Z,2026-02-01,,what-price-will-bitcoin-hit-in-january-2026,"['Bitcoin', 'Monthly', 'Hit Price', 'Crypto', 'Crypto Prices', 'Recurring']",What price will Bitcoin hit in January?,False,False,False,0,"↑ 150,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082748,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.003,302429.97657,302429.97657,302429.97657,False,,False,,False,,False,,,,,5,0.001,"[""0.0025"", ""0.9975""]","[""Yes"", ""No""]",False,False,"Will Bitcoin reach $150,000 in January?",0x7203735d93eae9bbdb0fd2504e51ba3edd834ef5dd71006360409d1bfcbf4988,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,will-bitcoin-reach-150k-in-january-2026,0.001,2026-01-01T19:23:03.370206Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:01:46.558625Z,171641.959475,66459.16697900002,66459.16697900002,66459.16697900002,66459.16697900002,66459.16697900002,66459.16697900002,66459.16697900002,66459.16697900002,171641.959475,171641.959475,https://polymarket.com/event/what-price-will-bitcoin-hit-in-january-2026
True,2026-01-01T19:22:49Z,True,True,False,True,0.006,0.003,True,,"[""58949637433206469254623697489425580709655558736879052785722798832291994622365"", ""12179768184085582908431778479998301212556855377427172742717820710498951468764""]",False,0.8028773518535728,0x95b3b27c066f30dcfe23803e5882c5b72bc8de77f9a4c219e5848bc27b3e1840,2026-01-01T19:17:56.918147Z,0,False,False,2026-01-01T19:22:08.132479Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final Low price equal to or lower than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT Low prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,2026-02-01T05:00:00Z,2026-02-01,,what-price-will-bitcoin-hit-in-january-2026,"['Bitcoin', 'Monthly', 'Hit Price', 'Crypto', 'Crypto Prices', 'Recurring']",What price will Bitcoin hit in January?,False,False,False,17,"↓ 50,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082821,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.012,75359.25367,75359.25367,75359.25367,False,,False,,False,,False,,,,,5,0.001,"[""0.0045"", ""0.9955""]","[""Yes"", ""No""]",False,False,"Will Bitcoin dip to $50,000 in January?",0xafb144b43b14f6f11cde6da9d9545e4a7a2b1bed6d97c55e4e782974ca1840a0,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,will-bitcoin-dip-to-50k-in-january-2026,0.003,2026-01-01T19:23:11.294733Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:00:49.418115Z,2445.949582,450.969582,450.969582,450.969582,450.969582,450.969582,450.969582,450.969582,450.969582,2445.949582,2445.949582,https://polymarket.com/event/what-price-will-bitcoin-hit-in-january-2026
True,2026-01-01T19:22:37Z,True,True,False,True,0.006,0.005,True,,"[""113802033919124585508571700712700542735193726942323611147875544438193633813098"", ""48984382872706112247905483723128046145510613417347917216329397199470263929282""]",False,0.8035160254240507,0x615fa45b6d689d701c549190f9f3b0908ee58440ae3726fbfb62bbd7c5143693,2026-01-01T19:17:42.935472Z,0,False,False,2026-01-01T19:22:07.078335Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final High price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT High prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,2026-02-01T05:00:00Z,2026-02-01,,what-price-will-bitcoin-hit-in-january-2026,"['Bitcoin', 'Monthly', 'Hit Price', 'Crypto', 'Crypto Prices', 'Recurring']",What price will Bitcoin hit in January?,False,False,False,1,"↑ 130,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082753,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.006,116406.7355,116406.7355,116406.7355,False,,False,,False,,False,,,,,5,0.001,"[""0.0055"", ""0.9945""]","[""Yes"", ""No""]",False,False,"Will Bitcoin reach $130,000 in January?",0xbd9dcde4a858636cb2e2c8dab77a182bb876119ab6944f0549760a3848b5c069,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,will-bitcoin-reach-130k-in-january-2026,0.001,2026-01-01T19:22:58.99683Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:51.836873Z,22370.957163,15729.030600000002,15729.030600000002,15729.030600000002,15729.030600000002,15729.030600000002,15729.030600000002,15729.030600000002,15729.030600000002,22370.957163,22370.957163,https://polymarket.com/event/what-price-will-bitcoin-hit-in-january-2026
True,2026-01-01T19:22:47Z,True,True,False,True,0.008,0.007,True,,"[""56838561168771168958396396547451134620491795016020548825487019958187608787400"", ""68690667200255935915675438842172063045968310999457778931598318091092818514734""]",False,0.8047925395731582,0xddf42243d621feb727bd250e913fdaaa5fd9fa3a6b73ac0d25113472a8bf5689,2026-01-01T19:17:43.757755Z,0,False,False,2026-01-01T19:22:08.126361Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final High price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT High prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,2026-02-01T05:00:00Z,2026-02-01,,what-price-will-bitcoin-hit-in-january-2026,"['Bitcoin', 'Monthly', 'Hit Price', 'Crypto', 'Crypto Prices', 'Recurring']",What price will Bitcoin hit in January?,False,False,False,2,"↑ 125,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082757,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,,95098.83466,95098.83466,95098.83466,False,,False,,False,,False,,-0.0005,,,5,0.001,"[""0.0075"", ""0.9925""]","[""Yes"", ""No""]",False,False,"Will Bitcoin reach $125,000 in January?",0x611221ae8b3e10a6493579087a2e3988d6d0528779c788bc9c31f684858b4647,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,will-bitcoin-reach-125k-in-january-2026,0.001,2026-01-01T19:23:09.354069Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:23.23191Z,64.291951,24.510666,24.510666,24.510666,24.510666,24.510666,24.510666,24.510666,24.510666,64.291951,64.291951,https://polymarket.com/event/what-price-will-bitcoin-hit-in-january-2026
True,2026-01-01T19:22:39Z,True,True,False,True,0.014,0.013,True,,"[""23954520594997768765877645026865162877108178537000661423769170112191516097356"", ""2860419625063077226714317780353851281394973476157882993567726556651682073498""]",False,0.8086151475045429,0xdddfa2562bb9eb994c6d0a6e02f086f3ae821db1e00c58cb515ccb07052679e6,2026-01-01T19:17:44.695154Z,0,False,False,2026-01-01T19:22:07.088041Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final High price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT High prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,2026-02-01T05:00:00Z,2026-02-01,,what-price-will-bitcoin-hit-in-january-2026,"['Bitcoin', 'Monthly', 'Hit Price', 'Crypto', 'Crypto Prices', 'Recurring']",What price will Bitcoin hit in January?,False,False,False,3,"↑ 120,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082763,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.014,92359.69954,92359.69954,92359.69954,False,,False,,False,,False,,,,,5,0.001,"[""0.0135"", ""0.9865""]","[""Yes"", ""No""]",False,False,"Will Bitcoin reach $120,000 in January?",0x2d5d6934f356fa00d628dca47e7d934be105aba1bdef0f6c30c9e62b271b00e8,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,will-bitcoin-reach-120k-in-january-2026,0.001,2026-01-01T19:23:01.285916Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:01:42.878509Z,16200.597815,12452.211324000002,12452.211324000002,12452.211324000002,12452.211324000002,12452.211324000002,12452.211324000002,12452.211324000002,12452.211324000002,16200.597815,16200.597815,https://polymarket.com/event/what-price-will-bitcoin-hit-in-january-2026
True,2026-01-01T19:22:37Z,True,True,False,True,0.022,0.021,True,,"[""10564993885436756935691140333885791435267089595925029229023832214586301373508"", ""49984026042600580488907606377099098595569813151348677558171883362747340984240""]",False,0.8136946435905578,0xa7794cc1f02beaee1ce520357d18989927c5dd3517621125160786561e776e46,2026-01-01T19:17:45.656347Z,0,False,False,2026-01-01T19:22:07.081601Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final High price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT High prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,2026-02-01T05:00:00Z,2026-02-01,,what-price-will-bitcoin-hit-in-january-2026,"['Bitcoin', 'Monthly', 'Hit Price', 'Crypto', 'Crypto Prices', 'Recurring']",What price will Bitcoin hit in January?,False,False,False,4,"↑ 115,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082768,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.023,51123.45311,51123.45311,51123.45311,False,,False,,False,,False,,-0.0005,,,5,0.001,"[""0.0215"", ""0.9785""]","[""Yes"", ""No""]",False,False,"Will Bitcoin reach $115,000 in January?",0xc4d6815ce60144a67f74b7126b39d91c22d619e966d8a36c4239d613ce39fd2a,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,will-bitcoin-reach-115k-in-january-2026,0.001,2026-01-01T19:22:59.50464Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:01:06.433964Z,56174.029504,49463.615578000004,49463.615578000004,49463.615578000004,49463.615578000004,49463.615578000004,49463.615578000004,49463.615578000004,49463.615578000004,56174.029504,56174.029504,https://polymarket.com/event/what-price-will-bitcoin-hit-in-january-2026
True,2026-01-01T19:22:41Z,True,True,False,True,0.12,0.11,True,,"[""5890753752906002052534785499305647451620312211019774830504168272322511375782"", ""17472990217788691760165673486965053411983963376515080695035331307340496813268""]",False,0.8709094471902284,0x542fb07feb00feddb87c1d9e93ebf439a692c6b12e81e935ef2a5cda7de70dfb,2026-01-01T19:17:47.383889Z,0,False,False,2026-01-01T19:22:07.100968Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final High price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT High prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,2026-02-01T05:00:00Z,2026-02-01,,what-price-will-bitcoin-hit-in-january-2026,"['Bitcoin', 'Monthly', 'Hit Price', 'Crypto', 'Crypto Prices', 'Recurring']",What price will Bitcoin hit in January?,False,False,False,6,"↑ 105,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082777,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.13,80886.8483,80886.8483,80886.8483,False,,False,,False,,False,,-0.005,,,5,0.01,"[""0.115"", ""0.885""]","[""Yes"", ""No""]",False,False,"Will Bitcoin reach $105,000 in January?",0x8053a1b813672423ab1f084fe8b118857f1ad9ffa1d681b9eb86fd54374bbf30,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,will-bitcoin-reach-105k-in-january-2026,0.01,2026-01-01T19:23:03.116814Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:55.787704Z,100942.867566,71061.369137,71061.369137,71061.369137,71061.369137,71061.369137,71061.369137,71061.369137,71061.369137,100942.867566,100942.867566,https://polymarket.com/event/what-price-will-bitcoin-hit-in-january-2026
True,2026-01-01T19:22:37Z,True,True,False,True,0.3,0.28,True,,"[""103177127930055330392441373349372732434896433945295434937281341249293735506094"", ""5607394821438033480329831490709557904290234461314111313418562435616991179510""]",False,0.9577626664112633,0x2603d5576c488e4f2a4fa41677917044e796917b2ff251d639b635062fe6b068,2026-01-01T19:17:48.248103Z,0,False,False,2026-01-01T19:22:07.07513Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final High price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT High prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,2026-02-01T05:00:00Z,2026-02-01,,what-price-will-bitcoin-hit-in-january-2026,"['Bitcoin', 'Monthly', 'Hit Price', 'Crypto', 'Crypto Prices', 'Recurring']",What price will Bitcoin hit in January?,False,False,False,7,"↑ 100,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082781,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.3,73719.5007,73719.5007,73719.5007,False,,False,,False,,False,,0.005,,,5,0.01,"[""0.29"", ""0.71""]","[""Yes"", ""No""]",False,False,"Will Bitcoin reach $100,000 in January?",0x03dcdccd77afbb65f650199b2ff56efb6542598712aafb02b18041c63fc1cec6,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,will-bitcoin-reach-100k-in-january-2026,0.02,2026-01-01T19:22:59.250659Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:55.779581Z,56193.24689,32028.580799000007,32028.580799000007,32028.580799000007,32028.580799000007,32028.580799000007,32028.580799000007,32028.580799000007,32028.580799000007,56193.24689,56193.24689,https://polymarket.com/event/what-price-will-bitcoin-hit-in-january-2026
True,2026-01-01T19:22:45Z,True,True,False,True,0.046,0.044,True,,"[""20531387499622280624565131343909144040611189010965548703918621101054785337790"", ""89714414729928730721753610518505641116006505787985335455322811856409914138549""]",False,0.8284832542822228,0x0ca11fd21b75f9547c1e0e65a590fb003e9d2ec9767fa82160df8591f09c6757,2026-01-01T19:17:46.554717Z,0,False,False,2026-01-01T19:22:08.111314Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final High price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT High prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,2026-02-01T05:00:00Z,2026-02-01,,what-price-will-bitcoin-hit-in-january-2026,"['Bitcoin', 'Monthly', 'Hit Price', 'Crypto', 'Crypto Prices', 'Recurring']",What price will Bitcoin hit in January?,False,False,False,5,"↑ 110,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082772,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.051,58497.61446,58497.61446,58497.61446,False,,False,,False,,False,,-0.0005,,,5,0.001,"[""0.045"", ""0.955""]","[""Yes"", ""No""]",False,False,"Will Bitcoin reach $110,000 in January?",0xf1b2bd25a6f95df41ae4f0d7045ddf428b966ebdc04216d059676a64d01fa613,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,will-bitcoin-reach-110k-in-january-2026,0.002,2026-01-01T19:23:07.916393Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:01:58.228985Z,128054.943701,93977.50988800003,93977.50988800003,93977.50988800003,93977.50988800003,93977.50988800003,93977.50988800003,93977.50988800003,93977.50988800003,128054.943701,128054.943701,https://polymarket.com/event/what-price-will-bitcoin-hit-in-january-2026
True,2026-01-01T19:22:45Z,True,True,False,True,0.009,0.005,True,,"[""69903559638517501196613723277180760972160981728044901890984183866969914727267"", ""10434875017048601755222592245230796828912370297054517046931916738727468379930""]",False,0.8044735163296057,0xdccec494008c9af26950344892d67984a045a7e96a6e7d3cd8e57d5bbbc38841,2026-01-01T19:17:56.084855Z,0,False,False,2026-01-01T19:22:08.114286Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final Low price equal to or lower than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT Low prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",True,2026-02-01T05:00:00Z,2026-02-01,,what-price-will-bitcoin-hit-in-january-2026,"['Bitcoin', 'Monthly', 'Hit Price', 'Crypto', 'Crypto Prices', 'Recurring']",What price will Bitcoin hit in January?,False,False,False,16,"↓ 55,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1082817,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,,78697.4149,78697.4149,78697.4149,False,,False,,False,,False,,-0.0005,,,5,0.001,"[""0.007"", ""0.993""]","[""Yes"", ""No""]",False,False,"Will Bitcoin dip to $55,000 in January?",0xd868529bfe9002557e390e5a348640df95d89e71edbb3e8c393370464b094384,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,will-bitcoin-dip-to-55k-in-january-2026,0.004,2026-01-01T19:23:07.662162Z,2026-01-01,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:01:22.177958Z,53.7232,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,53.7232,53.7232,https://polymarket.com/event/what-price-will-bitcoin-hit-in-january-2026
